,CLIENT_IDENTIFIER,ISSUER_NAME,ISSUERID,ISSUER_ISIN,ISSUER_LEI,ISSUER_TICKER,CARBON_EMISSIONS_TARGET_BASE_YEAR,CARBON_EMISSIONS_TARGET_DESC,CARBON_EMISSIONS_TARGET_REDUCT_PCT,CARBON_EMISSIONS_TARGET_YEAR,HAS_COMMITTED_TO_SBTI_TARGET,HAS_SBTI_APPROVED_TARGET,SBTI_LONG_TERM_TARGET_STATUS,SBTI_LONG_TERM_TARGET_YEAR,SBTI_NEAR_TERM_TARGET_STATUS,SBTI_NEAR_TERM_TARGET_YEAR,SBTI_NET_ZERO_TARGET_STATUS,SBTI_NET_ZERO_TARGET_YEAR,SBTI_UPDATE_DATE,TARGET_SUMMARY_ANNUAL_REDUCTION,TARGET_SUMMARY_APPLIED_TARGETS_IDS,TARGET_SUMMARY_CALCULATION_DATE,TARGET_SUMMARY_CUM_CHANGE_2030,TARGET_SUMMARY_CUM_CHANGE_2050,TARGET_SUMMARY_CUM_CHANGE_2070,TARGET_SUMMARY_CURRENT_PROGRESS,TARGET_SUMMARY_EFFECTIVE_COVERAGE,TARGET_SUMMARY_END_YEAR,TARGET_SUMMARY_IMPUTATION_TRANSPARENCY,TARGET_SUMMARY_NNZERO_2030,TARGET_SUMMARY_NNZERO_2050,TARGET_SUMMARY_NNZERO_2070,TARGET_SUMMARY_SCOPES,TARGET_SUMMARY_SCOPE_3_CATEGORIES,TARGET_SUMMARY_SELF_DECLARED_NZERO,TARGET_SUMMARY_TARGETS_IDS,TARGET_SUMMARY_TRACK_RECORD,TARGET_SUMMARY_TYPES,TARGET_SUMMARY_UNITS,TARGET_SUMMARY_USE_OF_OFFSETS,TARGET_UPDATE_DATE
808,US5950171042,MICROCHIP TECHNOLOGY INCORPORATED,IID000000002175576,US5950171042,5493007PTFULNYZJ1R12,MCHP,2021.0,"The company has established a target to achieve net-zero emissions across Scope 1, Scope 2, and Scope 3 by 2040, using 2021 as the baseline year.",100.0,2040.0,,False,,,,,,,,-0.055555555555556,"IID000000002175576-16, IID000000002175576-24, IID000000002175576-25",2025-02-18,-0.445185538088398,-1.0,-1.0,Not on track with any targets,1.0,2040.0,"For target IID000000002175576-25, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 407724.0 tCO2e (reported). The imputed baseline value for Scope 2 is 305162.0 tCO2e (reported). The imputed baseline value for Scope 3 is 3128530.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002175576-16, we calculated the target value to be 388846.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002175576-16, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 529371.0 tCO2e (reported). The imputed baseline value for Scope 2 is 248322.0 tCO2e (reported). For target IID000000002175576-10, we calculated the target value to be 1923.0 tCO2e for year 2020, based on the target baseline value and reported reduction for Scope 3.",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002175576-1, IID000000002175576-10, IID000000002175576-11, IID000000002175576-13, IID000000002175576-14, IID000000002175576-15, IID000000002175576-16, IID000000002175576-17, IID000000002175576-18, IID000000002175576-19, IID000000002175576-2, IID000000002175576-20, IID000000002175576-21, IID000000002175576-24, IID000000002175576-25, IID000000002175576-3, IID000000002175576-4, IID000000002175576-5, IID000000002175576-6, IID000000002175576-7, IID000000002175576-8, IID000000002175576-9",Met some targets,ABSOLUTE,tCO2e,No,
809,US5951121038,"MICRON TECHNOLOGY, INC.",IID000000002175587,US5951121038,B3DXGBC8GAIYWI2Z0172,MU,2020.0,Reduce Scope 1 and Scope 2 emissions by 100% by 2050 from a 2020 baseline.,100.0,2050.0,False,,,,,,,,,-0.004163944161457,"IID000000002175587-13, IID000000002175587-14, IID000000002175587-19",2025-02-18,-0.091770750484502,-0.116590436520802,0.077927550552099,On track with some targets,0.331404220863619,2050.0,"For target IID000000002175587-13, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 3459483.0 tCO2e (reported). The imputed baseline value for Scope 2 is 3448513.0 tCO2e (reported).",,,,"1,2",,True,"IID000000002175587-1, IID000000002175587-10, IID000000002175587-13, IID000000002175587-14, IID000000002175587-15, IID000000002175587-16, IID000000002175587-17, IID000000002175587-18, IID000000002175587-19, IID000000002175587-2, IID000000002175587-20, IID000000002175587-21, IID000000002175587-22, IID000000002175587-3, IID000000002175587-4, IID000000002175587-5, IID000000002175587-6, IID000000002175587-7, IID000000002175587-8, IID000000002175587-9",Met some targets,"ABSOLUTE, INTENSITY","tCO2e, tCO2e/unit of production",No,
810,JP3910660004,"Tokio Marine Holdings, Inc.",IID000000002175677,JP3910660004,5299009QN2NZ191KLS29,8766,2016.0,"Reduce Scope 1, 2 (Location-based), and 3 emissions by 100% by 2050 from a 2016 baseline.",100.0,2050.0,False,False,,,Removed,,,,2018-03-08,-0.012357490568849,"IID000000002175677-25, IID000000002175677-38",2025-02-18,-0.464025895425173,-0.346009735927766,-0.202007593556119,Not on track with any targets,0.505036906740167,2050.0,"For target IID000000002175677-25, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 13163.0 tCO2e (reported). The imputed baseline value for Scope 2 is 53977.0 tCO2e (reported). The imputed baseline value for Scope 3 is 1931627.0 tCO2e (estimated by MSCI ESG Research) for the Scope 3 Categories 1, 3, 5, 6. For target IID000000002175677-26, we calculated the target value to be 47533.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2, 3.",,,,"1,2,3","1,3,5,6",True,"IID000000002175677-1, IID000000002175677-10, IID000000002175677-11, IID000000002175677-12, IID000000002175677-13, IID000000002175677-14, IID000000002175677-15, IID000000002175677-16, IID000000002175677-17, IID000000002175677-18, IID000000002175677-2, IID000000002175677-22, IID000000002175677-23, IID000000002175677-24, IID000000002175677-25, IID000000002175677-26, IID000000002175677-27, IID000000002175677-28, IID000000002175677-29, IID000000002175677-3, IID000000002175677-30, IID000000002175677-31, IID000000002175677-32, IID000000002175677-33, IID000000002175677-34, IID000000002175677-35, IID000000002175677-36, IID000000002175677-37, IID000000002175677-38, IID000000002175677-39, IID000000002175677-4, IID000000002175677-40, IID000000002175677-41, IID000000002175677-42, IID000000002175677-5, IID000000002175677-6, IID000000002175677-7, IID000000002175677-8, IID000000002175677-9",Met some targets,ABSOLUTE,tCO2e,No,2024-04-26
811,AU000000MGR9,MIRVAC GROUP,IID000000002175815,AU000000MGR9,,MGR,2013.0,Net zero for Scope 1 and 2 emissions within our operational control by 2030,100.0,2030.0,True,False,,,Committed,,,,2022-11-03,-0.010540770057611,IID000000002175815-5,2025-02-18,-0.084326160460888,0.117296098846538,0.363313571485265,Not on track with any targets,0.154390571919669,2030.0,,,,,"1,2",,True,"IID000000002175815-1, IID000000002175815-10, IID000000002175815-11, IID000000002175815-12, IID000000002175815-3, IID000000002175815-4, IID000000002175815-5, IID000000002175815-6, IID000000002175815-9",Met some targets,ABSOLUTE,tCO2e,No,2024-05-24
812,JP3899600005,"Mitsubishi Estate Company, Limited",IID000000002175848,JP3899600005,353800KOFMRGOXSJ5Z65,8802,2019.0,Commits to reach net-zero greenhouse gas emissions across the value chain by FY2050 from a FY2019 base year.,100.0,2050.0,False,True,1.5 degrees C,2050.0,1.5 degrees C,2030.0,Approved,2050.0,2022-07-28,-0.035714285714286,"IID000000002175848-12, IID000000002175848-14, IID000000002175848-15, IID000000002175848-6",2025-02-18,-0.426063749956856,-1.0,-1.0,On track with all targets,1.0,2050.0,"For target IID000000002175848-9, we calculated the target value to be 404227.0 tCO2e for year 2049, based on the target baseline value and reported reduction for Scopes 1, 2, 3. For target IID000000002175848-8, we calculated the target value to be 1782954.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002175848-7, we calculated the target value to be 142909.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002175848-15, we calculated the target value to be 1781110.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002175848-14, we calculated the target value to be 142909.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2.",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002175848-1, IID000000002175848-10, IID000000002175848-11, IID000000002175848-12, IID000000002175848-13, IID000000002175848-14, IID000000002175848-15, IID000000002175848-16, IID000000002175848-2, IID000000002175848-4, IID000000002175848-5, IID000000002175848-6, IID000000002175848-7, IID000000002175848-8, IID000000002175848-9",Not applicable,ABSOLUTE,tCO2e,Yes,2024-06-08
813,JP3900000005,"Mitsubishi Heavy Industries, Ltd.",IID000000002175850,JP3900000005,353800TJ98PCAZROVE69,7011,2020.0,Reduce 100% of Scope 3 Category 11: Use of sold products emissions by 2041 with 2020 as baseline year,100.0,2041.0,False,False,,,,,,,,-0.052631578947368,"IID000000002175850-14, IID000000002175850-22, IID000000002175850-23, IID000000002175850-31, IID000000002175850-32, IID000000002175850-33",2025-02-18,-0.000233488796679,-1.0,-1.0,On track with all targets,1.0,2041.0,"For target IID000000002175850-7, we calculated the target value to be 6.0 tCO2e for year 2017, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002175850-6, we calculated the target value to be 11.0 tCO2e for year 2017, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002175850-22, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 139987.0 tCO2e (reported). The imputed baseline value for Scope 2 is 375767.0 tCO2e (reported). The imputed baseline value for Scope 3 is 274328029.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002175850-1, IID000000002175850-10, IID000000002175850-11, IID000000002175850-12, IID000000002175850-13, IID000000002175850-14, IID000000002175850-15, IID000000002175850-16, IID000000002175850-17, IID000000002175850-18, IID000000002175850-19, IID000000002175850-2, IID000000002175850-22, IID000000002175850-23, IID000000002175850-24, IID000000002175850-25, IID000000002175850-26, IID000000002175850-27, IID000000002175850-28, IID000000002175850-29, IID000000002175850-30, IID000000002175850-31, IID000000002175850-32, IID000000002175850-33, IID000000002175850-4, IID000000002175850-5, IID000000002175850-6, IID000000002175850-7, IID000000002175850-8, IID000000002175850-9",Met some targets,ABSOLUTE,tCO2e,No,
814,JP3902900004,"Mitsubishi UFJ Financial Group, Inc.",IID000000002175857,JP3902900004,353800V2V8PUY9TK3E06,8306,2020.0,Reduce Scope 1+2 emissions by 100% by 2030 based on 2020 baseline year,100.0,2030.0,False,False,,,,,,,,0.009676051426589,IID000000002175857-15,2025-02-18,0.077408411412709,0.31464301256195,0.604114310015281,Not on track with any targets,0.005031408299042,2030.0,,,,,"1,2",,True,"IID000000002175857-1, IID000000002175857-10, IID000000002175857-11, IID000000002175857-12, IID000000002175857-13, IID000000002175857-14, IID000000002175857-15, IID000000002175857-16, IID000000002175857-3, IID000000002175857-4, IID000000002175857-5, IID000000002175857-6, IID000000002175857-7, IID000000002175857-8, IID000000002175857-9",Met some targets,ABSOLUTE,tCO2e,No,
815,JP3888300005,"Mitsui Chemicals, Inc.",IID000000002175861,JP3888300005,353800H2UB5ZEZRZQC02,4183,2013.0,Reduce 40% scope 1 and 2 absolute emission by year 2030 compared to 2013 baseline year.,40.0,2030.0,False,,,,,,,,,0.003667826767865,IID000000002175861-34,2025-02-18,0.029342614142923,0.222090282101483,0.457279066767716,On track with all targets,0.191610857719157,2030.0,,,,,"1,2",,,"IID000000002175861-1, IID000000002175861-10, IID000000002175861-11, IID000000002175861-12, IID000000002175861-13, IID000000002175861-2, IID000000002175861-24, IID000000002175861-25, IID000000002175861-26, IID000000002175861-27, IID000000002175861-28, IID000000002175861-29, IID000000002175861-3, IID000000002175861-30, IID000000002175861-31, IID000000002175861-32, IID000000002175861-33, IID000000002175861-34, IID000000002175861-4, IID000000002175861-5, IID000000002175861-6, IID000000002175861-7, IID000000002175861-8, IID000000002175861-9",Met some targets,ABSOLUTE,tCO2e,No,
816,JP3362700001,"Mitsui O.S.K. Lines, Ltd.",IID000000002175863,JP3362700001,353800P8O843TMAZ6S09,9104,2008.0,Scope 1+2 (location-based) absolute,100.0,2100.0,False,False,,,,,,,,-0.035714285714286,"IID000000002175863-16, IID000000002175863-19, IID000000002175863-25",2025-02-18,-0.181239976217913,-1.0,-1.0,On track with some targets,1.0,2050.0,"For target IID000000002175863-24, we calculated the target value to be 0.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scopes 1, 2, 3. For target IID000000002175863-23, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 1 is 15303753.0 tCO2e (reported). The imputed baseline value for Scope 2 is 45116.0 tCO2e (reported). For target IID000000002175863-25, we calculated the target value to be 8609845.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002175863-16, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 9665127.0 tCO2e (reported). The imputed baseline value for Scope 2 is 38735.0 tCO2e (reported). The imputed baseline value for Scope 3 is 6142417.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002175863-1, IID000000002175863-10, IID000000002175863-11, IID000000002175863-12, IID000000002175863-13, IID000000002175863-14, IID000000002175863-15, IID000000002175863-16, IID000000002175863-18, IID000000002175863-19, IID000000002175863-2, IID000000002175863-22, IID000000002175863-23, IID000000002175863-24, IID000000002175863-25, IID000000002175863-26, IID000000002175863-27, IID000000002175863-3, IID000000002175863-4, IID000000002175863-5, IID000000002175863-6, IID000000002175863-7, IID000000002175863-8, IID000000002175863-9",Met some targets,"ABSOLUTE, INTENSITY","Other, tCO2e",No,2024-06-11
817,JP3885780001,"Mizuho Financial Group, Inc.",IID000000002175875,JP3885780001,353800CI5L6DDAN5XZ33,8411,2019.0,Reduce Scope 1+2 (location-based) emission by 100% by 2050 from a base year 2019,100.0,2050.0,,,,,,,,,,-0.035714285714286,"IID000000002175875-10, IID000000002175875-8",2025-02-18,-0.288669231665439,-1.0,-1.0,On track with some targets,1.0,2050.0,"For target IID000000002175875-8, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 14053.0 tCO2e (reported). The imputed baseline value for Scope 2 is 161718.0 tCO2e (reported). The imputed baseline value for Scope 3 is 70462997.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002175875-10, we calculated the target value to be 0.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2.",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002175875-1, IID000000002175875-10, IID000000002175875-11, IID000000002175875-12, IID000000002175875-2, IID000000002175875-3, IID000000002175875-4, IID000000002175875-5, IID000000002175875-8, IID000000002175875-9",Met some targets,ABSOLUTE,tCO2e,No,
818,US60855R1005,"MOLINA HEALTHCARE, INC.",IID000000002175968,US60855R1005,549300NQQCEQ46YHZ591,MOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,US60871R2094,MOLSON COORS BEVERAGE COMPANY,IID000000002175977,US60871R2094,54930073LBBH6ZCBE225,TAP,2016.0,Commits to reach net zero GHG emissions across the value chain by 2050 from a 2016 base year,100.0,2050.0,,True,1.5 degrees C,2050.0,1.5 degrees C,2030.0,Approved,2050.0,2024-01-04,-0.035714285714286,"IID000000002175977-10, IID000000002175977-11, IID000000002175977-12, IID000000002175977-16, IID000000002175977-19, IID000000002175977-20, IID000000002175977-5",2025-02-18,-0.69349508583802,-1.0,-1.0,On track with some targets,1.0,2050.0,"For target IID000000002175977-20, we calculated the target value to be 1714326.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002175977-20, we imputed the baseline value for the year 2016. The imputed baseline value for Scope 3 is 2857210.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002175977-21, we calculated the target value to be 285721.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scope 3. For target IID000000002175977-21, we imputed the baseline value for the year 2016. The imputed baseline value for Scope 3 is 2857210.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002175977-17, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2016. The imputed baseline value for Scope 1 is 152042.0 tCO2e (reported). The imputed baseline value for Scope 2 is 88896.0 tCO2e (reported). The imputed baseline value for Scope 3 is 2857210.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002175977-16, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2016. The imputed baseline value for Scope 1 is 152042.0 tCO2e (reported). The imputed baseline value for Scope 2 is 88896.0 tCO2e (reported). For target IID000000002175977-19, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2016. The imputed baseline value for Scope 1 is 152042.0 tCO2e (reported). The imputed baseline value for Scope 2 is 88896.0 tCO2e (reported). The imputed baseline value for Scope 3 is 2857210.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002175977-1, IID000000002175977-10, IID000000002175977-11, IID000000002175977-12, IID000000002175977-13, IID000000002175977-14, IID000000002175977-15, IID000000002175977-16, IID000000002175977-17, IID000000002175977-19, IID000000002175977-2, IID000000002175977-20, IID000000002175977-21, IID000000002175977-3, IID000000002175977-5, IID000000002175977-6, IID000000002175977-7, IID000000002175977-8, IID000000002175977-9",Met some targets,ABSOLUTE,tCO2e,Yes,2024-01-29
820,GB00BMWC6P49,MONDI PLC,IID000000002175996,GB00BMWC6P49,213800LOZA69QFDC9N34,MNDI,2019.0,Mondi commits to reach net zero GHG emissions across the value chain by 2050 from a 2019 base year,100.0,2050.0,,True,1.5 degrees C,2050.0,1.5 degrees C,2030.0,Approved,2050.0,2023-02-02,-0.035714285714286,"IID000000002175996-17, IID000000002175996-26, IID000000002175996-41, IID000000002175996-42",2025-02-18,-0.578127250628119,-1.0,-1.0,On track with some targets,1.0,2050.0,"For target IID000000002175996-43, we calculated the target value to be 860156.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scopes 1, 2, 3. For target IID000000002175996-26, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2019. The imputed baseline value for Scope 1 is 4048247.0 tCO2e (reported). The imputed baseline value for Scope 2 is 686323.0 tCO2e (reported). The imputed baseline value for Scope 3 is 7887381.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002175996-1, IID000000002175996-10, IID000000002175996-13, IID000000002175996-15, IID000000002175996-16, IID000000002175996-17, IID000000002175996-18, IID000000002175996-19, IID000000002175996-2, IID000000002175996-20, IID000000002175996-21, IID000000002175996-22, IID000000002175996-23, IID000000002175996-26, IID000000002175996-27, IID000000002175996-28, IID000000002175996-29, IID000000002175996-3, IID000000002175996-30, IID000000002175996-31, IID000000002175996-32, IID000000002175996-33, IID000000002175996-34, IID000000002175996-35, IID000000002175996-36, IID000000002175996-37, IID000000002175996-4, IID000000002175996-41, IID000000002175996-42, IID000000002175996-43, IID000000002175996-5, IID000000002175996-6, IID000000002175996-7, IID000000002175996-8",Met some targets,ABSOLUTE,tCO2e,Yes,2024-05-24
821,JP3922950005,MonotaRO Co Ltd,IID000000002176028,JP3922950005,,3064,2020.0,Reducing absolute CO2 emissions by 50% from the 2020 level by 2030 with respect to Scopes 1 and 2,50.0,2030.0,,,,,,,,,,0.010187640333757,IID000000002176028-1,2025-02-18,0.091688763003814,0.331866106209994,0.624928108211341,Not on track with any targets,0.002662836950105,2030.0,"For target IID000000002176028-1, we calculated the target value to be 1348.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002176028-1, we imputed the baseline value for the year 2020. The imputed baseline value for Scope 1 is 10.0 tCO2e (reported). The imputed baseline value for Scope 2 is 2687.0 tCO2e (reported).",,,,"1,2",,,IID000000002176028-1,Not applicable,ABSOLUTE,tCO2e,No,
822,US6200763075,"MOTOROLA SOLUTIONS, INC.",IID000000002176166,US6200763075,6S552MUG6KGJVEBSEC55,MSI,2021.0,"Reduce global absolute GHG emissions, Scopes 1 and 2, to 3.4 kT CO2e by 2031, which represents a 95% reduction compared to our 2021 baseline",95.0,2031.0,,False,,,,,,,,0.00803428689947,IID000000002176166-9,2025-02-18,0.063863765972755,0.295263730090755,0.580254318336025,Not on track with any targets,0.02043246867977,2031.0,,,,,"1,2",,,"IID000000002176166-1, IID000000002176166-2, IID000000002176166-3, IID000000002176166-4, IID000000002176166-5, IID000000002176166-6, IID000000002176166-7, IID000000002176166-8, IID000000002176166-9",Met some targets,ABSOLUTE,tCO2e,No,
823,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft Aktiengesellschaft in Muenchen,IID000000002176253,DE0008430026,529900MUF4C20K50JS49,MUV2,2019.0,Reduce emissions from thermal coal by 35% by 2025 against 2019 base year.,35.0,2025.0,False,,,,,,,,,-0.035714285714286,"IID000000002176253-16, IID000000002176253-20, IID000000002176253-5",2025-02-18,-0.242685658870834,-1.0,-1.0,On track with some targets,1.0,2050.0,"For target IID000000002176253-5, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2019. The imputed baseline value for Scope 1 is 44023.0 tCO2e (reported). The imputed baseline value for Scope 2 is 63813.0 tCO2e (reported). The imputed baseline value for Scope 3 is 6093348.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002176253-20, we calculated the target value to be 2.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scopes 1, 2, 3.",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002176253-1, IID000000002176253-10, IID000000002176253-11, IID000000002176253-12, IID000000002176253-13, IID000000002176253-14, IID000000002176253-15, IID000000002176253-16, IID000000002176253-17, IID000000002176253-18, IID000000002176253-19, IID000000002176253-20, IID000000002176253-4, IID000000002176253-5, IID000000002176253-6, IID000000002176253-7, IID000000002176253-8, IID000000002176253-9",Met some targets,"ABSOLUTE, INTENSITY","tCO2e, tCO2e/unit FTE employee",No,2024-06-08
824,JP3778630008,Bandai Namco Holdings Inc.,IID000000002176373,JP3778630008,3538008EFEM34VRJDQ95,7832,2013.0,50% reduction in energy related carbon dioxide emissions at Group business sites by 2030 compared with FY2014.3,50.0,2030.0,False,False,,,,,,,,,,,,,,,,,"For target IID000000002176373-18, we calculated the target value to be 64259.0 tCO2e for year 2023, based on the target baseline value and reported reduction for Scopes 1, 2.",,,,,,,"IID000000002176373-1, IID000000002176373-10, IID000000002176373-11, IID000000002176373-12, IID000000002176373-15, IID000000002176373-16, IID000000002176373-17, IID000000002176373-18, IID000000002176373-2, IID000000002176373-3, IID000000002176373-4, IID000000002176373-5, IID000000002176373-6, IID000000002176373-7, IID000000002176373-8, IID000000002176373-9",,,,,
825,JP3164720009,Renesas Electronics Corporation,IID000000002176412,JP3164720009,5299000EPC47VJQOFB81,6723,2013.0,be Carbon Neutral by 2050.,100.0,2050.0,False,True,,,1.5 degrees C,2030.0,,,2022-08-18,-0.035714285714286,"IID000000002176412-10, IID000000002176412-18, IID000000002176412-19, IID000000002176412-22",2025-02-18,-0.67711895833945,-1.0,-1.0,On track with some targets,1.0,2050.0,"For target IID000000002176412-22, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 198116.0 tCO2e (reported). The imputed baseline value for Scope 2 is 750023.0 tCO2e (reported). The imputed baseline value for Scope 3 is 4060328.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002176412-11, we calculated the target value to be 587846.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002176412-11, we imputed the baseline value for the year 2021. The imputed baseline value for Scope 1 is 198116.0 tCO2e (reported). The imputed baseline value for Scope 2 is 750023.0 tCO2e (reported).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002176412-1, IID000000002176412-10, IID000000002176412-11, IID000000002176412-15, IID000000002176412-16, IID000000002176412-17, IID000000002176412-18, IID000000002176412-19, IID000000002176412-2, IID000000002176412-20, IID000000002176412-21, IID000000002176412-22, IID000000002176412-3, IID000000002176412-4, IID000000002176412-5, IID000000002176412-6, IID000000002176412-7, IID000000002176412-8, IID000000002176412-9",Met some targets,ABSOLUTE,tCO2e,No,2024-06-26
826,JP3734800000,NIDEC CORPORATION,IID000000002176474,JP3734800000,353800IF171MZTNL6Y31,6594,2022.0,committing to become net zero including scope 3 by 2050 from base year 2022 including category 1 and 11,100.0,2050.0,,True,,,1.5 degrees C,2030.0,,,2024-09-26,-0.014100644346759,"IID000000002176474-11, IID000000002176474-14, IID000000002176474-16, IID000000002176474-17",2025-02-18,-0.262498202449571,-0.394818041709264,-0.394818041709264,On track with some targets,1.0,2050.0,"For target IID000000002176474-15, we calculated the target value to be 687880.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002176474-15, we imputed the baseline value for the year 2022. The imputed baseline value for Scope 1 is 282000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 904000.0 tCO2e (reported). For target IID000000002176474-14, we calculated the target value to be 14862765.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002176474-14, we imputed the baseline value for the year 2022. The imputed baseline value for Scope 3 is 19817020.0 tCO2e (estimated by MSCI ESG Research).",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002176474-1, IID000000002176474-10, IID000000002176474-11, IID000000002176474-13, IID000000002176474-14, IID000000002176474-15, IID000000002176474-16, IID000000002176474-17, IID000000002176474-18, IID000000002176474-2, IID000000002176474-3, IID000000002176474-4, IID000000002176474-5, IID000000002176474-6, IID000000002176474-7, IID000000002176474-8, IID000000002176474-9",Met some targets,ABSOLUTE,"Other, tCO2e",No,2024-11-07
